ID,CourseContentId,IdContent,QuestionType,QuestionContent,AAnsver,BAnswer,CAnswer,DAnswer,Answer,ResultAnswer
18,Module 2. Giao tiếp và hợp tác trong môi trường số,2,1,"Theo một nghiên cứu năm 2021, lý do phổ biến nhất mọi người sử dụng mạng xã hội là gì?","Quét, Nhận dạng, Lọc và Tin tưởng.",Người tham gia sử dụng background ảo,Một tính năng mới của chương trình,Duy trì kết nối với gia đình và bạn bè,D,Duy trì kết nối với gia đình và bạn bè
19,Module 2. Giao tiếp và hợp tác trong môi trường số,2,1,Yếu tố nào sau đây là QUAN TRỌNG NHẤT để xây dựng lòng tin trong giao tiếp số?,Mô tả chi tiết nội dung muốn sử dụng.,"Sự trung thực, minh bạch và nhất quán",Bị cấm sử dụng internet vĩnh viễn.,Sự độc quyền cho các nhà sáng tạo lớn.,B,"Sự trung thực, minh bạch và nhất quán"
20,Module 2. Giao tiếp và hợp tác trong môi trường số,2,1,Tôn trọng quyền riêng tư trong giao tiếp số nghĩa là:,Máy tính cá nhân (PC) và máy tính xách tay (laptop).,Cung cấp bảo hành dài hạn cho tất cả các sản phẩm.,Tốc độ mã hóa nhanh hơn và tốn ít tài nguyên hệ thống hơn.,Không đăng tải thông tin người khác khi chưa được phép,D,Không đăng tải thông tin người khác khi chưa được phép
21,Module 2. Giao tiếp và hợp tác trong môi trường số,2,1,"Khi tham gia một diễn đàn trực tuyến mới, việc đầu tiên bạn nên làm là gì?",Tạo ra nhiều rác thải điện tử từ các thiết bị khai thác.,Chơi game trên điện thoại trong nhiều giờ liên tục.,Giới thiệu bản thân và đọc các quy tắc của cộng đồng,Sẵn sàng trả tiền để bảo vệ quyền riêng tư của mình.,C,Giới thiệu bản thân và đọc các quy tắc của cộng đồng
22,Module 2. Giao tiếp và hợp tác trong môi trường số,2,1,"Theo tài liệu, trách nhiệm công dân trong môi trường số KHÔNG bao gồm hành vi nào sau đây?",Chỉ là hình ảnh đại diện trên mạng xã hội,Thiết kế đồ họa và trực quan hóa dữ liệu.,Giám sát và góp ý một cách có trách nhiệm,Luôn giữ im lặng trước các vấn đề xã hội,D,Luôn giữ im lặng trước các vấn đề xã hội
23,Module 2. Giao tiếp và hợp tác trong môi trường số,2,1,Đâu là một trong những hành vi thể hiện trách nhiệm công dân trong môi trường số?,Nội dung chỉ có giá trị trong một thời gian ngắn.,Tuân thủ pháp luật số và chuẩn mực đạo đức số,Chia sẻ mọi thông tin mà không cần kiểm chứng,Sử dụng danh tính ẩn danh để công kích người khác,B,Tuân thủ pháp luật số và chuẩn mực đạo đức số
24,Module 2. Giao tiếp và hợp tác trong môi trường số,2,1,"Trong giao tiếp số, việc sử dụng biểu tượng cảm xúc (emoji) nên",Kẻ tấn công gửi email lừa đảo để người dùng tự tiết lộ mật khẩu.,Cần hỏi ý kiến và nhận được đồng ý của các thành viên mới chia sẻ,Các trang web khác nhau có yêu cầu về độ phức tạp mật khẩu khác nhau.,"Được sử dụng một cách thận trọng, phù hợp với ngữ cảnh và đối tượng",D,"Được sử dụng một cách thận trọng, phù hợp với ngữ cảnh và đối tượng"
25,Module 2. Giao tiếp và hợp tác trong môi trường số,2,1,"Khi giao tiếp trong môi trường số (email, chat), yếu tố nào sau đây là QUAN TRỌNG NHẤT để tránh hiểu lầm?","Lọc dùng để tính toán, còn Sắp xếp dùng để định dạng","Viết thật ngắn gọn, bỏ qua các từ không cần thiết.","Sử dụng ngôn ngữ rõ ràng, mạch lạc và đúng ngữ pháp.",Phản hồi chính sách thông qua cổng thông tin điện tử,C,"Sử dụng ngôn ngữ rõ ràng, mạch lạc và đúng ngữ pháp."
26,Module 2. Giao tiếp và hợp tác trong môi trường số,2,1,"Khi bị bôi nhọ trên mạng xã hội, người dùng có thể làm gì để bảo vệ mình theo quy định của Luật An ninh mạng, 2018?",In tài liệu ra và giửi cho mọi người chỉnh sửa bằng tay rồi tổng hợp lại,"Kích thích não bộ, làm cho người dùng cảm thấy tỉnh táo và khó ngủ hơn.",Kẻ tấn công đoán ngẫu nhiên mật khẩu trực tiếp trên trang web đăng nhập.,Sử dụng công cụ “Báo cáo nội dung” hoặc gửi khiếu nại đến cơ quan quản lý,D,Sử dụng công cụ “Báo cáo nội dung” hoặc gửi khiếu nại đến cơ quan quản lý
27,Module 2. Giao tiếp và hợp tác trong môi trường số,2,1,"Khi bạn không chắc chắn về ý nghĩa của một tin nhắn, cách tốt nhất là","Kỹ năng tìm kiếm, xác thực, tổ chức thông tin",Tăng số lượng nội dung được sản xuất.,Hỏi lại để làm rõ thay vì đưa ra giả định,Nhóm làm việc mà không có nhóm trưởng,C,Hỏi lại để làm rõ thay vì đưa ra giả định
28,Module 2. Giao tiếp và hợp tác trong môi trường số,2,1,"""Lắng nghe tích cực"" trong môi trường số KHÔNG bao gồm việc","Ngắt lời người khác khi họ đang trình bày, chia sẻ thông tin",Sử dụng tất cả các ứng dụng và thiết bị có sẵn một cách tối đa.,Đưa ra phản hồi dựa trên sự hiểu biết đầy đủ về vấn đề,Sự linh hoạt và khả năng thay đổi trong quá trình thực hiện,A,"Ngắt lời người khác khi họ đang trình bày, chia sẻ thông tin"
29,Module 2. Giao tiếp và hợp tác trong môi trường số,2,1,Công cụ nào sau đây được thiết kế ĐẶC BIỆT cho việc quản lý dự án và công việc nhóm?,Tìm kiếm video,Trello/Asana,Google Docs.,Microsoft Word,B,Trello/Asana
30,Module 2. Giao tiếp và hợp tác trong môi trường số,2,1,Phần mềm nào sau đây hỗ trợ giao tiếp nhóm trực tuyến hiệu quả?,2,Excel,Photoshop,Zalo,D,Zalo
31,Module 2. Giao tiếp và hợp tác trong môi trường số,2,2,Ứng dụng “Hue-S” được nêu làm ví dụ cho hành vi công dân số nào?,Sử dụng tất cả các ứng dụng và thiết bị có sẵn một cách tối đa.,Gửi phản ánh hiện trạng (lấn chiếm lòng đường) đến chính quyền,"Kỹ năng công nghệ, nhận thức kỹ thuật số, trách nhiệm công dân số.",Hướng dẫn quy trình rà soát và đánh giá tài nguyên nội dung đã có.,B,Gửi phản ánh hiện trạng (lấn chiếm lòng đường) đến chính quyền
32,Module 2. Giao tiếp và hợp tác trong môi trường số,2,2,"Mục đích chính của các công cụ nhắn tin tức thời (Zalo, Skype, Facebook Messager) trong công việc là",Phục hồi hệ thống nhanh nhất có thể sau khi một cuộc tấn công xảy ra.,Cung cấp các bộ công cụ khai thác (exploit kits) cho Script Kiddies.,"Giao tiếp nhanh, trao đổi theo nhóm và chia sẻ tệp tin nhanh chóng",Kẻ tấn công thử mọi tổ hợp ký tự có thể có để tìm ra mật khẩu.,C,"Giao tiếp nhanh, trao đổi theo nhóm và chia sẻ tệp tin nhanh chóng"
33,Module 2. Giao tiếp và hợp tác trong môi trường số,2,2,Đâu là một trong những tính năng nổi bật của cuộc gọi video (video call)?,Kẻ tấn công sử dụng một chìa khóa đa năng để bẻ khóa mã.,"Giao tiếp trực tiếp, thấy được biểu cảm và ngôn ngữ cơ thể",Spear phishing không sử dụng các liên kết web độc hại.,"Một kho tài nguyên hoàn toàn miễn phí, không điều kiện.",B,"Giao tiếp trực tiếp, thấy được biểu cảm và ngôn ngữ cơ thể"
34,Module 2. Giao tiếp và hợp tác trong môi trường số,2,2,"Trong bối cảnh giao tiếp trực tuyến, ""btw"" là viết tắt của cụm từ nào?",Câu ngẫu nhiên,By the way,Google Drive,Before the work,B,By the way
35,Module 2. Giao tiếp và hợp tác trong môi trường số,2,2,"Theo tài liệu, quyền của một ""Công dân số"" bao gồm điều gì?","Quyền truy cập công nghệ, quyền riêng tư và quyền tự do ngôn luận",Sử dụng các vật liệu thân thiện với môi trường để sản xuất thiết bị.,Sử dụng tất cả các ứng dụng và thiết bị có sẵn một cách tối đa.,Tạo ra một lượng lớn rác thải điện tử từ các thiết bị đào lỗi thời.,A,"Quyền truy cập công nghệ, quyền riêng tư và quyền tự do ngôn luận"
36,Module 2. Giao tiếp và hợp tác trong môi trường số,2,2,"Khi tra cứu văn bản pháp luật trực tuyến, tại sao việc kiểm tra hiệu lực của văn bản lại quan trọng?","Suy diễn, Phân tích, Lập trình.",Vì văn bản có thể hết hiệu lực,Tối ưu hóa công cụ tìm kiếm (SEO).,Để tải văn bản về máy nhanh hơn,B,Vì văn bản có thể hết hiệu lực
37,Module 2. Giao tiếp và hợp tác trong môi trường số,2,2,"Tính năng ""Comment"" trong Google Docs hay Microsoft Word có tác dụng chính là gì?",Giảm giá thành của các sản phẩm mới để người tiêu dùng dễ dàng thay thế đồ cũ.,Kẻ tấn công sử dụng lỗi chính tả trong mật khẩu để làm cho chúng khó đoán hơn.,Gửi ngay một email xin lỗi đến tất cả mọi người trong danh sách liên lạc,"Cung cấp không gian để đưa ra phản hồi, góp ý mà không thay đổi nội dung gốc",D,"Cung cấp không gian để đưa ra phản hồi, góp ý mà không thay đổi nội dung gốc"
38,Module 2. Giao tiếp và hợp tác trong môi trường số,2,2,"Nền tảng nào sau đây thuộc nhóm ""Lưu trữ đám mây & Hợp tác tài liệu""?",TikTok,Độ dài văn bản,Google Drive,Facebook,C,Google Drive
39,Module 2. Giao tiếp và hợp tác trong môi trường số,2,2,"Khi tổ chức một cuộc họp trực tuyến, việc nào sau đây là NÊN LÀM?","Gửi lịch họp (lời mời) kèm theo link tham gia, chương trình nghị sự và tài liệu đọc trước",Tăng cường khả năng lưu trữ dữ liệu trên các thiết bị cá nhân như điện thoại và máy tính.,"Tạo ra các sản phẩm có thể sử dụng được bởi tất cả mọi người, kể cả người khuyết tật.","Sử dụng tính năng ""Comment"" hoặc ""Suggesting"" để đề xuất sửa đổi và tag người liên quan",A,"Gửi lịch họp (lời mời) kèm theo link tham gia, chương trình nghị sự và tài liệu đọc trước"
40,Module 2. Giao tiếp và hợp tác trong môi trường số,2,2,"Một ""Wiki"" trong môi trường làm việc số thường được sử dụng để làm gì?",Phục hồi hệ thống nhanh nhất có thể sau khi một cuộc tấn công xảy ra.,Giữ lại dữ liệu vô thời hạn ngay cả khi đã hoàn thành mục đích sử dụng.,"Tạo và chia sẻ kiến thức chung, nơi mọi người cùng đóng góp và chỉnh sửa",Sử dụng các vật liệu thân thiện với môi trường để sản xuất thiết bị.,C,"Tạo và chia sẻ kiến thức chung, nơi mọi người cùng đóng góp và chỉnh sửa"
41,Module 2. Giao tiếp và hợp tác trong môi trường số,2,2,"Hành vi nào sau đây được xem là ""NÊN LÀM"" trong môi trường mạng?",Phát tán thông tin chưa kiểm chứng,Sử dụng ngôn từ tôn trọng và xây dựng,Dùng từ ngữ xúc phạm người khác,Nhấn vào các liên kết không rõ nguồn gốc,B,Sử dụng ngôn từ tôn trọng và xây dựng
42,Module 2. Giao tiếp và hợp tác trong môi trường số,2,2,"Hành vi nào sau đây được xem là ""KHÔNG NÊN LÀM"" trong môi trường mạng?",Kiểm chứng nguồn tin trước khi chia sẻ,Phản ánh sự thật một cách văn minh,"Vu khống, bôi nhọ qua mạng xã hội",Quyền sử dụng miễn phí mọi phần mềm,C,"Vu khống, bôi nhọ qua mạng xã hội"
43,Module 2. Giao tiếp và hợp tác trong môi trường số,2,2,"Để một cuộc họp trực tuyến hiệu quả, người chủ trì nên",Sử dụng nhiều biểu tượng cảm xúc (emoji) để thể hiện thái độ.,Tắt micro của tất cả người tham gia và chỉ bật khi cần phát biểu,Sử dụng các vật liệu thân thiện với môi trường để sản xuất thiết bị.,Khuyến khích người tiêu dùng mua sắm nhiều hơn để thúc đẩy sản xuất.,B,Tắt micro của tất cả người tham gia và chỉ bật khi cần phát biểu
44,Module 2. Giao tiếp và hợp tác trong môi trường số,2,2,"Lợi ích chính của việc sử dụng các công cụ quản lý công việc (như Asana, Trello) là","VR được sử dụng cho giải trí, trong khi AR được sử dụng cho công việc.","VR yêu cầu sử dụng kính đặc biệt, trong khi AR chỉ cần điện thoại thông minh.",Kẻ tấn công sử dụng các từ trong nhiều ngôn ngữ khác nhau để đoán mật khẩu.,"Tăng cường sự minh bạch, theo dõi tiến độ và phân công trách nhiệm rõ ràng",D,"Tăng cường sự minh bạch, theo dõi tiến độ và phân công trách nhiệm rõ ràng"
45,Module 2. Giao tiếp và hợp tác trong môi trường số,2,2,"Khi cộng tác trên một tài liệu chung, bạn phát hiện ra lỗi sai quan trọng. Bạn nên",Công khai địa chỉ email cá nhân ở mọi nơi,Gửi email riêng cho sếp phàn nàn về lỗi sai,Khả năng tự động hóa việc mua sắm trực tuyến.,Không thể được sử dụng để tạo chữ ký số.,B,Gửi email riêng cho sếp phàn nàn về lỗi sai
46,Module 2. Giao tiếp và hợp tác trong môi trường số,2,2,Bước đầu tiên trong quy trình 5 bước kiểm chứng thông tin là gì?,Phân tích nội dung,Kiểm tra chéo,Đánh giá nguồn tin,Xác thực hình ảnh,C,Đánh giá nguồn tin
47,Module 2. Giao tiếp và hợp tác trong môi trường số,2,2,"""Làm việc theo nhóm không đồng bộ"" (Asynchronous Collaboration) có nghĩa là","Các thành viên làm việc vào các thời điểm khác nhau, không cần có mặt cùng lúc",Việc sử dụng các ứng dụng y tế trên điện thoại thông minh để theo dõi sức khỏe.,"VR yêu cầu sử dụng kính đặc biệt, trong khi AR chỉ cần điện thoại thông minh.",Trả lời email để xác nhận thông tin trước khi thực hiện bất kỳ hành động nào.,A,"Các thành viên làm việc vào các thời điểm khác nhau, không cần có mặt cùng lúc"
48,Module 2. Giao tiếp và hợp tác trong môi trường số,2,2,"Khi tham gia họp trực tuyến, việc sử dụng tính năng ""giơ tay"" (Raise Hand) có tác dụng gì?",Việc sử dụng các ứng dụng y tế trên điện thoại thông minh để theo dõi sức khỏe.,Khuyến khích người tiêu dùng liên tục mua các sản phẩm mới để thúc đẩy kinh tế.,"Mật mã học là một kỹ thuật cũ, trong khi steganography là một kỹ thuật hiện đại.",Báo hiệu cho người chủ trì biết bạn muốn phát biểu mà không làm gián đoạn cuộc họp,D,Báo hiệu cho người chủ trì biết bạn muốn phát biểu mà không làm gián đoạn cuộc họp
49,Module 2. Giao tiếp và hợp tác trong môi trường số,2,2,"Trong môi trường làm việc nhóm trực tuyến, ""Single Source of Truth"" (Nguồn sự thật duy nhất) thường đề cập đến",Tăng cường khả năng lưu trữ dữ liệu trên các thiết bị cá nhân như điện thoại và máy tính.,Một nền tảng hoặc tài liệu trung tâm nơi mọi thông tin cập nhật mới nhất được lưu trữ,"Sử dụng tính năng ""Comment"" hoặc ""Suggesting"" để đề xuất sửa đổi và tag người liên quan",Thông tin đã được cố tình che giấu và không thể truy cập qua trình duyệt web tiêu chuẩn.,B,Một nền tảng hoặc tài liệu trung tâm nơi mọi thông tin cập nhật mới nhất được lưu trữ
50,Module 2. Giao tiếp và hợp tác trong môi trường số,2,2,"Trong môi trường làm việc cộng tác, để tránh ""xung đột phiên bản"" khi nhiều người cùng chỉnh sửa một tệp, bạn nên","Misinformation là thông tin sai về khoa học, trong khi Disinformation là thông tin sai về chính trị.","Misinformation được lan truyền qua email, trong khi Disinformation được lan truyền qua mạng xã hội.",Các kim loại có tính chất hóa học đối kháng nhau và không thể được sử dụng cùng lúc trong một thiết bị.,"Sử dụng các công cụ cộng tác trực tuyến (Google Workspace, Microsoft 365) cho phép chỉnh sửa đồng thời",D,"Sử dụng các công cụ cộng tác trực tuyến (Google Workspace, Microsoft 365) cho phép chỉnh sửa đồng thời"
51,Module 2. Giao tiếp và hợp tác trong môi trường số,2,2,"Khi chia sẻ màn hình trong cuộc họp trực tuyến, điều gì là QUAN TRỌNG nhất","Đảm bảo bạn chỉ chia sẻ các tab, cửa sổ ứng dụng cụ thể cần thiết cho cuộc họp",Việc nâng cao nhận thức về môi trường lại khiến người ta tiêu thụ nhiều hơn.,Ngăn chặn các email lừa đảo và thư rác trước khi chúng đến hộp thư của người dùng.,Giảm giá thành của các sản phẩm mới để người tiêu dùng dễ dàng thay thế đồ cũ.,A,"Đảm bảo bạn chỉ chia sẻ các tab, cửa sổ ứng dụng cụ thể cần thiết cho cuộc họp"
52,Module 2. Giao tiếp và hợp tác trong môi trường số,2,2,"Khi một thành viên trong nhóm liên tục không phản hồi tin nhắn hoặc email, việc đầu tiên bạn nên làm là",Ngăn chặn các email lừa đảo và thư rác trước khi chúng đến hộp thư của người dùng.,Thu thập càng nhiều dữ liệu càng tốt để phục vụ cho các mục đích trong tương lai.,Thử liên lạc bằng một phương thức khác (gọi điện) để hỏi thăm và nhắc nhở lịch sự,"Lọc thay đổi thứ tự các dòng, còn Sắp xếp chỉ hiển thị dữ liệu thỏa điều kiện",C,Thử liên lạc bằng một phương thức khác (gọi điện) để hỏi thăm và nhắc nhở lịch sự
53,Module 2. Giao tiếp và hợp tác trong môi trường số,2,2,"Khi làm việc nhóm trên các nền tảng số, hành động nào sau đây là NGUY HIỂM nhất?",Chỉ có thể mã hóa dữ liệu mà không thể giải mã.,Đăng xuất khỏi tài khoản khi sử dụng thiết bị công cộng,Chia sẻ mật khẩu tài khoản cá nhân cho đồng nghiệp,"Sử dụng liên kết chia sẻ với quyền ""Chỉ xem""",C,Chia sẻ mật khẩu tài khoản cá nhân cho đồng nghiệp
54,Module 2. Giao tiếp và hợp tác trong môi trường số,2,2,"Khi cần gửi một tệp tin chứa thông tin nhạy cảm, biện pháp an toàn hơn cả là",Bắt buộc tất cả các trung tâm dữ liệu phải tự sản xuất năng lượng.,Đặt mật khẩu cho tệp và gửi mật khẩu qua một kênh khác (tin nhắn SMS),Phục hồi hệ thống nhanh nhất có thể sau khi một cuộc tấn công xảy ra.,Hướng dẫn quy trình rà soát và đánh giá tài nguyên nội dung đã có.,B,Đặt mật khẩu cho tệp và gửi mật khẩu qua một kênh khác (tin nhắn SMS)
55,Module 2. Giao tiếp và hợp tác trong môi trường số,2,2,"Hiện tượng ""Zoombombing"" xảy ra khi",Có người không được mời xâm nhập và quấy rối cuộc họp trực tuyến,"Rủi ro (Risk), Mối đe dọa (Threat), Lỗ hổng (Vulnerability).",Tháo dỡ các thiết bị cũ để lấy các linh kiện còn sử dụng được.,Tạo ra một hệ thống tự động hóa hoàn toàn các quy trình sản xuất.,A,Có người không được mời xâm nhập và quấy rối cuộc họp trực tuyến
56,Module 2. Giao tiếp và hợp tác trong môi trường số,2,2,"Khi nhận được một email yêu cầu cung cấp thông tin đăng nhập hoặc thông tin cá nhân, bạn nên",Kẻ tấn công gửi email lừa đảo để người dùng tự tiết lộ mật khẩu.,Xóa email đó ngay lập tức và không click vào bất kỳ liên kết nào,Tạo ra một lượng lớn rác thải điện tử từ các thiết bị đào lỗi thời.,Cần hỏi ý kiến và nhận được đồng ý của các thành viên mới chia sẻ,B,Xóa email đó ngay lập tức và không click vào bất kỳ liên kết nào
57,Module 2. Giao tiếp và hợp tác trong môi trường số,2,2,"Khi chia sẻ tệp trên Google Drive hoặc OneDrive, quyền ""Có thể chỉnh sửa"" nên được cấp cho:",Chỉ những người thực sự cần chỉnh sửa tài liệu,"An toàn thiết bị, an toàn dữ liệu, an toàn mạng.",Tạo ra các mật khẩu dễ nhớ nhưng phức tạp.,Tính năng xác thực bằng vân tay (Touch ID).,A,Chỉ những người thực sự cần chỉnh sửa tài liệu
58,Module 2. Giao tiếp và hợp tác trong môi trường số,2,2,Bản quyền (Copyright) trong môi trường số áp dụng cho,Kẻ tấn công sửa lỗi chính tả trên các trang web để làm cho chúng trông hợp pháp hơn.,Thông tin đã được cố tình che giấu và không thể truy cập qua trình duyệt web tiêu chuẩn.,Việc tái chế một sản phẩm lại tốn nhiều năng lượng hơn là sản xuất một sản phẩm mới.,"Các tác phẩm gốc được thể hiện dưới dạng kỹ thuật số (bài viết, hình ảnh, video, code)",D,"Các tác phẩm gốc được thể hiện dưới dạng kỹ thuật số (bài viết, hình ảnh, video, code)"
59,Module 2. Giao tiếp và hợp tác trong môi trường số,2,2,"Tin giả thường được thiết kế để kích động yếu tố nào của người đọc, làm lu mờ khả năng phán xét?",Lý trí,Cảm xúc mạnh,Trí nhớ,Khả năng tính toán,B,Cảm xúc mạnh
60,Module 2. Giao tiếp và hợp tác trong môi trường số,2,2,"Khi thấy đồng nghiệp vô tình chia sẻ thông tin nhạy cảm trong kênh chat chung, bạn nên",4 khâu: Lên ý tưởng - Thiết kế - Lập trình - Bảo trì.,Tạo ra nhiều rác thải điện tử từ các thiết bị khai thác.,Nhắn tin riêng cho họ để họ biết và gỡ bỏ tin nhắn đó,Mỗi khi bạn muốn sử dụng tác phẩm của người khác.,C,Nhắn tin riêng cho họ để họ biết và gỡ bỏ tin nhắn đó
