ID,CourseContentId,IdContent,QuestionType,QuestionContent,AAnsver,BAnswer,CAnswer,DAnswer,Answer,ResultAnswer
29,Module 1. Khai thác dữ liệu và thông tin,1,1,Bộ lọc theo thời gian dùng để:,Tìm thông tin trong 1 khu vực,Vì nó không yêu cầu mật khẩu,"Giới hạn kết quả theo năm, tháng",Đăng ngay một câu hỏi của mình,C,"Giới hạn kết quả theo năm, tháng"
30,Module 1. Khai thác dữ liệu và thông tin,1,1,Kết hợp nhiều điều kiện lọc trong tìm kiếm bằng:,TO,SUM,AND,LIST,C,AND
31,Module 1. Khai thác dữ liệu và thông tin,1,2,Kỹ thuật lọc được sử dụng nhiều trong:,Thương mại điện tử.,Lỗi Thời gian chạy,"Excel, SQL, Pandas",Tạo bản trình chiếu,C,"Excel, SQL, Pandas"
32,Module 1. Khai thác dữ liệu và thông tin,1,2,Lọc dữ liệu theo điều kiện thường dùng toán tử:,+,=,"AND, OR",IN,C,"AND, OR"
33,Module 1. Khai thác dữ liệu và thông tin,1,2,"Filetype:pdf ""AI applications"" giúp bạn:",Để bán thanh lý hàng tồn kho,Dữ liệu bị mất do hỏng ổ cứng.,Tìm file PDF liên quan đến AI,Chỉ những trang web đã truy cập,C,Tìm file PDF liên quan đến AI
34,Module 1. Khai thác dữ liệu và thông tin,1,2,Lọc theo thời gian thường áp dụng trong:,Dùng Google Drive để lưu slide,Lọc dữ liệu theo ngày/tháng,Các sản phẩm phần mềm miễn phí,Năng lực lập trình căn bản.,B,Lọc dữ liệu theo ngày/tháng
35,Module 1. Khai thác dữ liệu và thông tin,1,2,Web scraping là kỹ thuật:,"HTML, CSS, JavaScript.",Truy xuất dữ liệu tự động,Theo dõi nguồn gốc sản phẩm.,Chỉ màu sắc của biểu đồ,B,Truy xuất dữ liệu tự động
36,Module 1. Khai thác dữ liệu và thông tin,1,2,Công cụ nào sau đây KHÔNG dùng để web scraping?,YouTube,Selenium,Canva,Scrapy,C,Canva
37,Module 1. Khai thác dữ liệu và thông tin,1,2,Google Dataset Search giúp:,Sáng tạo nội dung số.,Tìm tập dữ liệu công khai,Làm cho ảnh rõ nét hơn,Các quy tắc về an ninh mạng,B,Tìm tập dữ liệu công khai
38,Module 1. Khai thác dữ liệu và thông tin,1,2,Pandas là thư viện dùng trong ngôn ngữ nào?,C++,Java,Python,PHP,C,Python
39,Module 1. Khai thác dữ liệu và thông tin,1,2,Một ứng dụng của Pandas là:,Tất cả mọi người trong công ty,Càng phức tạp về mặt kỹ thuật.,Phân tích và xử lý dữ liệu,Blog cá nhân không rõ tác giả,C,Phân tích và xử lý dữ liệu
40,Module 1. Khai thác dữ liệu và thông tin,1,2,Định dạng dữ liệu nào phổ biến trong Google Dataset Search?,PSD,DOCX,CSV,MP3,C,CSV
41,Module 1. Khai thác dữ liệu và thông tin,1,2,Thông tin số là gì theo Luật Công nghệ thông tin 2006?,Cách thức lưu trữ cũng như định dạng văn bản hiển thị,Thông tin được tạo lập bằng phương pháp tín hiệu số,"Một kho tài nguyên hoàn toàn miễn phí, không điều kiện.",Gây ra ô nhiễm nguồn nước do sử dụng nhiều hóa chất.,B,Thông tin được tạo lập bằng phương pháp tín hiệu số
42,Module 1. Khai thác dữ liệu và thông tin,1,2,Ví dụ nào sau đây KHÔNG phải là thông tin số?,Sách giấy truyền thống,File PDF thống kê dân số,Ứng dụng điện thoại,Video lưu trữ trên YouTube,A,Sách giấy truyền thống
43,Module 1. Khai thác dữ liệu và thông tin,1,2,Thông tin sai lệch (misinformation) là gì?,Không can thiệp vào các cuộc trò chuyện song song,Cung cấp các bộ lọc không khí và nước hiệu quả hơn.,Thông tin sai nhưng được chia sẻ không có chủ đích,Chơi game trên điện thoại trong nhiều giờ liên tục.,C,Thông tin sai nhưng được chia sẻ không có chủ đích
44,Module 1. Khai thác dữ liệu và thông tin,1,2,Thông tin xuyên tạc (disinformation) có đặc điểm nào?,Được chia sẻ do thiếu kiến thức,Dữ liệu bảng tính duy nhất,"Có mục đích lừa dối, gây hại",Không có tác hại đến xã hội,C,"Có mục đích lừa dối, gây hại"
45,Module 1. Khai thác dữ liệu và thông tin,1,2,Tin giả (Fake News) thường có hình thức nào?,Báo cáo học thuật,"Clickbait, tin đồn",Thư tín chính thức,Video hướng dẫn học tập,B,"Clickbait, tin đồn"
46,Module 1. Khai thác dữ liệu và thông tin,1,2,Bias trong thông tin có nghĩa là gì?,Giai đoạn tạo lập.,Cảm biến mặt đất.,Thông tin có thiên vị,Thông tin bị ẩn danh,C,Thông tin có thiên vị
47,Module 1. Khai thác dữ liệu và thông tin,1,2,Ví dụ về Confirmation Bias là gì?,"Simple, Memorable, Attractive, Readable, Timely.",Chỉ kết bạn với những người có cùng quan điểm với mình.,Chỉ tin và chia sẻ thông tin phù hợp niềm tin sẵn có,Ẩn danh tính của người gửi để bảo vệ quyền riêng tư.,C,Chỉ tin và chia sẻ thông tin phù hợp niềm tin sẵn có
48,Module 1. Khai thác dữ liệu và thông tin,1,2,Thông tin thật (Information Accuracy) nên có yếu tố nào?,Một kênh chat riêng tư giữa trưởng nhóm và sếp,"Được xác minh, kiểm chứng, từ nguồn chính thống",Chỉ sử dụng hình ảnh có chứa watermark (logo),Các bình luận tương tác của người dùng trên YouTube,B,"Được xác minh, kiểm chứng, từ nguồn chính thống"
49,Module 1. Khai thác dữ liệu và thông tin,1,2,Mô hình CRAAP KHÔNG bao gồm yếu tố nào sau đây?,Relevance,Accuracy,Popularity,Purpose,C,Popularity
50,Module 1. Khai thác dữ liệu và thông tin,1,2,Authority trong CRAAP dùng để đánh giá gì?,Mức độ chia sẻ trên mạng,Địa chỉ email người dùng,Thẩm quyền của nguồn tin,Quản lý dự án nội dung,C,Thẩm quyền của nguồn tin
51,Module 1. Khai thác dữ liệu và thông tin,1,2,CRAAP: Currency đề cập đến yếu tố gì?,Được khuyến khích sử dụng vì nó thú vị,Ngày xuất bản hoặc cập nhật của thông tin,Không được thay đổi hay chỉnh sửa tác phẩm,Tính năng xác thực bằng vân tay (Touch ID).,B,Ngày xuất bản hoặc cập nhật của thông tin
52,Module 1. Khai thác dữ liệu và thông tin,1,2,"Trong mô hình RADCAB, chữ D viết tắt cho yếu tố nào?",Định hướng,Detail,Data,Delay,B,Detail
53,Module 1. Khai thác dữ liệu và thông tin,1,2,Mô hình IMVAIN dùng nhiều trong lĩnh vực nào?,Hồ sơ thanh toán viện phí.,Công nghệ sinh học,Báo chí và truyền thông,Kỹ thuật phần mềm,C,Báo chí và truyền thông
54,Module 1. Khai thác dữ liệu và thông tin,1,2,"Trong IMVAIN, Verified có nghĩa là gì?","Tham gia một khóa ""digital detox"".",Được xác minh bằng bằng chứng cụ thể,Vận hành hệ thống điện toán đám mây.,Thông tin định vị GPS và địa chỉ IP.,B,Được xác minh bằng bằng chứng cụ thể
55,Module 1. Khai thác dữ liệu và thông tin,1,2,"Trong mô hình DRAMA, yếu tố nào thay thế cho yếu tố “Purpose” trong mô hình CRAAP.",Motivation,Accuracy,Authority,Date,A,Motivation
56,Module 1. Khai thác dữ liệu và thông tin,1,2,"Trong mô hình DRAMA, Motivation tập trung vào:",Chỉ tìm định dạng .docx,Động cơ của người viết,Ngôn ngữ cảm xúc,Địa điểm công bố thông tin,B,Động cơ của người viết
57,Module 1. Khai thác dữ liệu và thông tin,1,2,Bước đầu tiên trong SIFT là gì?,2-4 giờ,Excel,Stop,Trace,C,Stop
58,Module 1. Khai thác dữ liệu và thông tin,1,2,Lateral Reading là gì?,Im lặng và hy vọng xung đột tự biến mất,Không thể sắp xếp dữ liệu dạng số,Đọc ngang – tra cứu thêm nguồn khác,Hạn chế sự sáng tạo và trao đổi ý tưởng,C,Đọc ngang – tra cứu thêm nguồn khác
59,Module 1. Khai thác dữ liệu và thông tin,1,2,"Trong SIFT, “Find Better Coverage” nhắm đến việc gì?",Tranh luận dựa trên cảm xúc,Tìm nguồn khác đáng tin cậy hơn,Công nghệ thực tế ảo tăng cường.,Làm cho nội dung nổi bật hơn,B,Tìm nguồn khác đáng tin cậy hơn
60,Module 1. Khai thác dữ liệu và thông tin,1,2,Công cụ nào sau đây KHÔNG nằm trong SIFT?,Stop,Investigate,Analyze,Trace,C,Analyze
61,Module 1. Khai thác dữ liệu và thông tin,1,3,Phân tích dữ liệu là gì?,Khóa riêng tư (private key) của người gửi.,Biến dữ liệu thành thông tin có giá trị,Tăng tốc độ truyền tải dữ liệu qua mạng.,Chọn nền tảng học trực tuyến đắt tiền nhất,B,Biến dữ liệu thành thông tin có giá trị
62,Module 1. Khai thác dữ liệu và thông tin,1,3,Phân tích mô tả trả lời câu hỏi gì?,Tại sao điều đó xảy ra?,Điều gì có thể xảy ra?,Điều gì đã xảy ra?,Làm gì tiếp theo?,C,Điều gì đã xảy ra?
63,Module 1. Khai thác dữ liệu và thông tin,1,3,Phân tích chẩn đoán giúp xác định:,Ai là người viết bài,Nguyên nhân hiện tượng,Tần suất xuất hiện,Chuỗi khối (Blockchain).,B,Nguyên nhân hiện tượng
64,Module 1. Khai thác dữ liệu và thông tin,1,3,Công cụ nào sau đây KHÔNG phải công cụ làm sạch dữ liệu?,Pandas,Excel,PowerPoint,OpenRefine,C,PowerPoint
65,Module 1. Khai thác dữ liệu và thông tin,1,3,Phương pháp nào dùng để loại bỏ giá trị ngoại lai (outlier)?,"IQR, Z-score",Google search,AI chatbot,Filter mặc định,A,"IQR, Z-score"
66,Module 1. Khai thác dữ liệu và thông tin,1,3,Tra cứu mạng là kỹ năng gì?,Không có trích dẫn hay dữ liệu minh chứng,Tìm kiếm và đánh giá thông tin trên Internet,Loại bỏ những phần không cần thiết của nội dung.,Hạn chế số lượng xe cá nhân được phép lưu thông.,B,Tìm kiếm và đánh giá thông tin trên Internet
67,Module 1. Khai thác dữ liệu và thông tin,1,3,Tìm kiếm ngược hình ảnh dùng để:,Tăng tốc độ tải ảnh,Biến ảnh thành văn bản,Xác minh nguồn gốc ảnh,Làm cho ảnh rõ nét hơn,C,Xác minh nguồn gốc ảnh
68,Module 1. Khai thác dữ liệu và thông tin,1,3,Công cụ Google Fact Check Explorer giúp:,Hỏi một người khác giải thích hộ,Tổng hợp thông tin từ nhiều nguồn.,Tìm các bài kiểm chứng thông tin,Tác phẩm thuộc sở hữu của chính phủ.,C,Tìm các bài kiểm chứng thông tin
69,Module 1. Khai thác dữ liệu và thông tin,1,3,Dấu hiệu nhận biết tin giả là gì?,Sự tốn kém và phức tạp của việc tạo nội dung,Không có vấn đề gì nếu bạn ghi nguồn.,"Tiêu đề giật gân, không có nguồn rõ ràng",Tránh tuyệt đối trong mọi ngữ cảnh công việc,C,"Tiêu đề giật gân, không có nguồn rõ ràng"
70,Module 1. Khai thác dữ liệu và thông tin,1,3,Kiểm tra chéo thông tin có ý nghĩa gì?,Nội dung mới được sản xuất trong vòng 24 giờ,Đối chiếu với nhiều nguồn để tăng độ chính xác,"Sử dụng liên kết chia sẻ với quyền ""Chỉ xem""",Cung cấp dịch vụ truyền hình trả phí qua Internet.,B,Đối chiếu với nhiều nguồn để tăng độ chính xác
71,Module 1. Khai thác dữ liệu và thông tin,1,3,AI có thể giúp gì trong kiểm tra thông tin?,Tăng tốc độ xác minh,Nộp học phí trực tuyến,Thay đổi ý kiến,Giấu nguồn gốc,A,Tăng tốc độ xác minh
72,Module 1. Khai thác dữ liệu và thông tin,1,3,Công cụ Copyleaks dùng để:,Các tiêu chuẩn đạo đức trong sử dụng AI.,Kiểm tra văn bản có phải do AI viết không,Tắt tất cả thông báo đẩy trên điện thoại.,Sai sót trong mã lập trình hoặc cài đặt,B,Kiểm tra văn bản có phải do AI viết không
73,Module 1. Khai thác dữ liệu và thông tin,1,3,Công cụ giúp kiểm tra deepfake video là gì?,InVID,Excel,Grammarly,Notion,A,InVID
74,Module 1. Khai thác dữ liệu và thông tin,1,3,NLP trong AI là viết tắt của gì?,Natural Learning Protocol,National Level Prediction,Natural Language Processing,New Language Provider,C,Natural Language Processing
75,Module 1. Khai thác dữ liệu và thông tin,1,3,Một nhược điểm của AI là gì?,Tạo bản trình chiếu,Không phân tích được,Tốn chi phí triển khai,Không cần dữ liệu,C,Tốn chi phí triển khai
76,Module 1. Khai thác dữ liệu và thông tin,1,3,Công cụ nào giúp xác minh hình ảnh?,Canva,TinEye,Google Docs,Notepad,B,TinEye
77,Module 1. Khai thác dữ liệu và thông tin,1,3,Hoaxy dùng để làm gì?,Thiết kế hình ảnh và đồ họa,Theo dõi lan truyền thông tin,Phải trả tiền cho mỗi lần sử dụng,Làm giảm hiệu quả của các tác vụ,B,Theo dõi lan truyền thông tin
78,Module 1. Khai thác dữ liệu và thông tin,1,3,Mô hình BERT do tổ chức nào phát triển?,Apple,Microsoft,OpenAI,Google,D,Google
79,Module 1. Khai thác dữ liệu và thông tin,1,3,Wolfram Alpha giúp gì trong kiểm tra thông tin?,Dừng chương trình khi có lỗi xảy ra.,Tìm số liệu chính xác từ nguồn cấu trúc,Chia sẻ với bạn bè để xin lời khuyên,"Tìm kiếm, Phân tích, Tổng hợp và Báo cáo.",B,Tìm số liệu chính xác từ nguồn cấu trúc
80,Module 1. Khai thác dữ liệu và thông tin,1,3,FactCheck.org là tổ chức chuyên:,Thiết kế đồ họa,Lập trình phần mềm,Kiểm chứng sự thật,Quảng bá thương hiệu,C,Kiểm chứng sự thật
81,Module 1. Khai thác dữ liệu và thông tin,1,3,Dữ liệu số là gì?,Không yêu cầu người dùng phải nhớ mật khẩu để giải mã.,"Dữ liệu có thể lưu trữ, xử lý và truyền tải bằng máy tính",Kẻ tấn công sử dụng một chìa khóa đa năng để bẻ khóa mã.,Làm cho quy trình trở nên phức tạp và tốn thời gian hơn.,B,"Dữ liệu có thể lưu trữ, xử lý và truyền tải bằng máy tính"
82,Module 1. Khai thác dữ liệu và thông tin,1,3,Thông tin số có thể biểu diễn dưới dạng:,Thay đổi thứ tự các dòng theo giá trị tăng dần hoặc giảm dần,Để xây dựng các tòa nhà có khả năng chống chịu thiên tai.,"Nhiều dạng khác nhau như văn bản, âm thanh, hình ảnh, video",Chi phí quảng cáo và tiếp thị sản phẩm trên toàn thế giới.,C,"Nhiều dạng khác nhau như văn bản, âm thanh, hình ảnh, video"
83,Module 1. Khai thác dữ liệu và thông tin,1,3,"Trong môi trường số, kỹ năng thông tin số KHÔNG bao gồm:",Giảm sự hiểu biết,Khả năng nấu ăn,Google Drive.,Gửi email tự động,B,Khả năng nấu ăn
84,Module 1. Khai thác dữ liệu và thông tin,1,3,Yếu tố nào sau đây thể hiện thông tin số chất lượng?,Sử dụng cùng một mật khẩu mạnh cho nhiều tài khoản.,"Cập nhật mới nhất, chính xác, có nguồn gốc rõ ràng","Short, Meaningful, Actionable, Relatable, Teachable.",Chỉ khi được sử dụng trong các tác phẩm thương mại,B,"Cập nhật mới nhất, chính xác, có nguồn gốc rõ ràng"
85,Module 1. Khai thác dữ liệu và thông tin,1,3,Một ví dụ về nguồn dữ liệu mở là:,MemTest86,Wikipedia,Điềm tĩnh.,Thiết kế,B,Wikipedia
86,Module 1. Khai thác dữ liệu và thông tin,1,3,Mô hình CRAAP gồm mấy yếu tố chính?,2,3,5,6,C,5
87,Module 1. Khai thác dữ liệu và thông tin,1,3,CRAAP: “Accuracy” dùng để đánh giá:,Tính đầy đủ của nội dung,Tính chính xác của thông tin,Tác giả có nổi tiếng không,Hình thức trình bày bài viết,B,Tính chính xác của thông tin
88,Module 1. Khai thác dữ liệu và thông tin,1,3,CRAAP: “Authority” tập trung vào:,"Người viết có thẩm quyền, chuyên môn không",Đánh giá tính chính xác của dữ liệu lớn.,Thông qua việc chia sẻ dữ liệu cộng tác.,Việc lưu trữ sản phẩm trong các nhà kho lớn.,A,"Người viết có thẩm quyền, chuyên môn không"
89,Module 1. Khai thác dữ liệu và thông tin,1,3,CRAAP: “Purpose” là gì?,Mục tiêu và động cơ của nội dung thông tin,Kiểm chứng nguồn tin trước khi chia sẻ,Sử dụng quá nhiều tài nguyên hệ thống.,"Không, nếu blog đó không ghi rõ ""bản quyền"".",A,Mục tiêu và động cơ của nội dung thông tin
90,Module 1. Khai thác dữ liệu và thông tin,1,3,CRAAP: “Currency” dùng để kiểm tra:,Thời điểm tạo hoặc cập nhật thông tin,Nội dung cần được cập nhật thường xuyên.,"Chia sẻ, Thích, Bình luận và Theo dõi.",Kiểm soát dấu chân số và an sinh số.,A,Thời điểm tạo hoặc cập nhật thông tin
91,Module 1. Khai thác dữ liệu và thông tin,1,4,SIFT là viết tắt của mô hình nào?,Source – Investigate – Fake – Truth,Stop – Investigate – Find – Trace,Study – Integrate – Filter – Track,Scan – Identify – Follow – Test,B,Stop – Investigate – Find – Trace
92,Module 1. Khai thác dữ liệu và thông tin,1,4,“Stop” trong SIFT có nghĩa là:,Giá thành của các thiết bị mới ngày càng rẻ.,Tạm dừng để cân nhắc trước khi chia sẻ thông tin,"Quá trình ""sao chép"" nội dung từ nguồn khác.",Công khai nhắc họ trong nhóm chat để gây áp lực,B,Tạm dừng để cân nhắc trước khi chia sẻ thông tin
93,Module 1. Khai thác dữ liệu và thông tin,1,4,“Investigate the source” nghĩa là:,Tra cứu nguồn tin gốc để xác minh,Lỗi phần mềm và vi phạm bảo mật,Tất cả mọi người trong công ty,Báo cáo họ với quản trị viên hệ thống,A,Tra cứu nguồn tin gốc để xác minh
94,Module 1. Khai thác dữ liệu và thông tin,1,4,"“Trace claims, quotes and media” nghĩa là:",Tìm nguồn gốc của thông tin hoặc phương tiện,Chờ đợi xem tình hình có trở nên tốt hơn không.,Nhóm sử dụng duy nhất một công cụ để giao tiếp,Tự động hóa hoàn toàn việc thu hoạch mùa màng.,A,Tìm nguồn gốc của thông tin hoặc phương tiện
95,Module 1. Khai thác dữ liệu và thông tin,1,4,Công cụ Google Reverse Image Search dùng để:,Bỏ qua và chặn người gửi.,Tìm kiếm ngược hình ảnh,Biến ảnh thành văn bản,Tăng độ phân giải,B,Tìm kiếm ngược hình ảnh
96,Module 1. Khai thác dữ liệu và thông tin,1,4,RADCAB là công cụ gì?,Biết cách viết kịch bản video hấp dẫn.,Đánh giá chất lượng thông tin trên mạng,Chỉ thực hiện các giao dịch nhạy cảm ở nhà.,Sự chậm trễ trong việc cập nhật bảo mật.,B,Đánh giá chất lượng thông tin trên mạng
97,Module 1. Khai thác dữ liệu và thông tin,1,4,RADCAB gồm bao nhiêu yếu tố?,5,6,7,8,B,6
98,Module 1. Khai thác dữ liệu và thông tin,1,4,Yếu tố “Detail” trong RADCAB liên quan đến:,Video trên các kênh giải trí,Mức độ chi tiết trong nội dung,"Video quảng cáo, phim ngắn","Do router quá nóng, cần tắt đi",B,Mức độ chi tiết trong nội dung
99,Module 1. Khai thác dữ liệu và thông tin,1,4,DRAMA là mô hình cải tiến từ:,CRAAP,SIFT,SWOT,PEST,A,CRAAP
100,Module 1. Khai thác dữ liệu và thông tin,1,4,“Motivation” trong DRAMA đánh giá:,Ý định đằng sau nội dung,Tài chính và đầu tư.,Hồ sơ thanh toán viện phí.,Biến ảnh thành văn bản,A,Ý định đằng sau nội dung
101,Module 1. Khai thác dữ liệu và thông tin,1,4,AI có thể giúp xác minh thông tin như thế nào?,Phân tích ngữ nghĩa.,Kiểm tra sự thật tự động,Có quá nhiều công cụ chia sẻ,Computational Thinking.,B,Kiểm tra sự thật tự động
102,Module 1. Khai thác dữ liệu và thông tin,1,4,Công cụ giúp kiểm tra văn bản AI viết là:,Copyleaks,Paint,Zalo,YouTube,A,Copyleaks
103,Module 1. Khai thác dữ liệu và thông tin,1,4,Deepfake là gì?,Mã lỗi phần mềm,Video giả mạo bằng AI,Ứng dụng học ngôn ngữ,Bài báo khoa học,B,Video giả mạo bằng AI
